"attestation_id","smart_contract_address","batchID","network","zl_protocol_version","minerID","beneficiary","redemption_purpose","attestation_folder"
"20220607_SP_FF_transaction_2_attestation_10","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3919,246,"ZL 1.0.0","f079815","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3919 - Filecoin minerID f079815","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 10. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f079815","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_11","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3920,246,"ZL 1.0.0","f080468","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3920 - Filecoin minerID f080468","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 11. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f080468","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_12","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3921,246,"ZL 1.0.0","f082095","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3921 - Filecoin minerID f082095","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 12. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f082095","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_13","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3922,246,"ZL 1.0.0","f082452","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3922 - Filecoin minerID f082452","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 13. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f082452","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_14","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3923,246,"ZL 1.0.0","f082617","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3923 - Filecoin minerID f082617","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 14. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f082617","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_15","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3924,246,"ZL 1.0.0","f083065","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3924 - Filecoin minerID f083065","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 15. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f083065","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_16","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3925,246,"ZL 1.0.0","f083542","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3925 - Filecoin minerID f083542","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 16. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f083542","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_17","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3926,246,"ZL 1.0.0","f083625","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3926 - Filecoin minerID f083625","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 17. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f083625","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_18","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3927,246,"ZL 1.0.0","f083638","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3927 - Filecoin minerID f083638","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 18. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f083638","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_19","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3928,246,"ZL 1.0.0","f083903","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3928 - Filecoin minerID f083903","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 19. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f083903","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_20","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3929,246,"ZL 1.0.0","f083920","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3929 - Filecoin minerID f083920","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 20. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f083920","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_21","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3930,246,"ZL 1.0.0","f085435","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3930 - Filecoin minerID f085435","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 21. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f085435","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_22","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3931,246,"ZL 1.0.0","f085437","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3931 - Filecoin minerID f085437","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 22. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f085437","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_23","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3932,246,"ZL 1.0.0","f085777","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3932 - Filecoin minerID f085777","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 23. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f085777","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_24","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3933,246,"ZL 1.0.0","f086028","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3933 - Filecoin minerID f086028","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 24. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f086028","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_25","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3934,246,"ZL 1.0.0","f086423","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3934 - Filecoin minerID f086423","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 25. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f086423","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_26","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3935,246,"ZL 1.0.0","f087530","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3935 - Filecoin minerID f087530","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 26. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f087530","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_27","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3936,246,"ZL 1.0.0","f087890","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3936 - Filecoin minerID f087890","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 27. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f087890","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_28","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3937,246,"ZL 1.0.0","f087965","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3937 - Filecoin minerID f087965","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 28. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f087965","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_29","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3938,246,"ZL 1.0.0","f089551","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3938 - Filecoin minerID f089551","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 29. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f089551","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_30","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3939,246,"ZL 1.0.0","f090387","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3939 - Filecoin minerID f090387","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 30. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f090387","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_31","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3940,246,"ZL 1.0.0","f092514","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3940 - Filecoin minerID f092514","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 31. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f092514","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_32","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3941,246,"ZL 1.0.0","f093658","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3941 - Filecoin minerID f093658","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 32. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f093658","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_33","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3942,246,"ZL 1.0.0","f094374","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3942 - Filecoin minerID f094374","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 33. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f094374","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_34","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3943,246,"ZL 1.0.0","f094765","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3943 - Filecoin minerID f094765","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 34. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f094765","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_35","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3944,246,"ZL 1.0.0","f095382","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3944 - Filecoin minerID f095382","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 35. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f095382","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_36","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3945,246,"ZL 1.0.0","f096133","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3945 - Filecoin minerID f096133","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 36. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f096133","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_37","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3946,246,"ZL 1.0.0","f096974","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3946 - Filecoin minerID f096974","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 37. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f096974","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_38","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3947,246,"ZL 1.0.0","f097182","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3947 - Filecoin minerID f097182","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 38. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f097182","20220607_SP_FF_delivery"
