"attestation_id","redemption_process","contract_id","allocation_id","smart_contract_address","batchID","network","zl_protocol_version","minerID","beneficiary","beneficiary_country","beneficiary_location","supply_country","volume_required","start_date","end_date","redemption_purpose","attestation_folder"
"20220420_SP_FF_transaction_1_attestation_11","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_11","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3898,246,"ZL 1.0.0","f019041","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3898 - Filecoin minerID f019041","CN","CN","CN",126,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3898. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f019041","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_12","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_12","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3899,246,"ZL 1.0.0","f0101019","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3899 - Filecoin minerID f0101019","CN","CN","CN",62,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3899. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f0101019","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_13","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_13","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3900,246,"ZL 1.0.0","f0147487","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3900 - Filecoin minerID f0147487","CN","CN","CN",58,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3900. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f0147487","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_14","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_14","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3901,246,"ZL 1.0.0","f0101016","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3901 - Filecoin minerID f0101016","CN","CN","CN",59,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3901. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f0101016","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_15","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_15","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3902,246,"ZL 1.0.0","f0101017","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3902 - Filecoin minerID f0101017","CN","CN","CN",59,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3902. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f0101017","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_16","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_16","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3903,246,"ZL 1.0.0","f020330","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3903 - Filecoin minerID f020330","CN","CN","CN",1164,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3903. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f020330","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_17","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_17","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3904,246,"ZL 1.0.0","f01248","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3904 - Filecoin minerID f01248","CN","CN","CN",4416,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3904. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f01248","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_18","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_18","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3905,246,"ZL 1.0.0","f0154039","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3905 - Filecoin minerID f0154039","CN","CN","CN",4780,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3905. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f0154039","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_19","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_19","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3906,246,"ZL 1.0.0","f0463143","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3906 - Filecoin minerID f0463143","CN","CN","CN",3530,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3906. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f0463143","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_20","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_20","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3907,246,"ZL 1.0.0","f034258","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3907 - Filecoin minerID f034258","CN","CN","CN",9,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3907. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f034258","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_21","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_21","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3908,246,"ZL 1.0.0","f039940","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3908 - Filecoin minerID f039940","CN","CN","CN",13,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3908. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f039940","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_22","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_22","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3909,246,"ZL 1.0.0","f01756683","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3909 - Filecoin minerID f01756683","CN","CN","CN",1088,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3909. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f01756683","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_23","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_23","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3910,246,"ZL 1.0.0","f02417","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3910 - Filecoin minerID f02417","CN","CN","CN",474,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3910. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f02417","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_24","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_24","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3911,246,"ZL 1.0.0","f0142637","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3911 - Filecoin minerID f0142637","CN","CN","CN",17,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3911. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f0142637","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_25","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_25","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3912,246,"ZL 1.0.0","f0137168","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3912 - Filecoin minerID f0137168","CN","CN","CN",21,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3912. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f0137168","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_26","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_26","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3913,246,"ZL 1.0.0","f01012","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3913 - Filecoin minerID f01012","CN","CN","CN",2403,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3913. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f01012","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_27","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_27","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3914,246,"ZL 1.0.0","f01152","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3914 - Filecoin minerID f01152","CN","CN","CN",15,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3914. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f01152","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_28","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_28","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3915,246,"ZL 1.0.0","f01155","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3915 - Filecoin minerID f01155","CN","CN","CN",193,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3915. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f01155","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_29","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_29","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3916,246,"ZL 1.0.0","f01231","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3916 - Filecoin minerID f01231","CN","CN","CN",3301,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3916. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f01231","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_30","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_30","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3917,246,"ZL 1.0.0","f01241","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3917 - Filecoin minerID f01241","CN","CN","CN",208,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3917. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f01241","20220510_ACT_PL_transaction_1_delivery_1"
"20220420_SP_FF_transaction_1_attestation_31","automatic","20220420_SP_FF_transaction_1_contract_1","20220420_SP_FF_transaction_1_allocation_31","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3918,246,"ZL 1.0.0","f01272","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3918 - Filecoin minerID f01272","CN","CN","CN",1037,"2022-01-01","2022-03-31","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3918. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f01272","20220510_ACT_PL_transaction_1_delivery_1"
