"attestation_id","attestation_file","attestation_cid","certificate","certificate_cid","reportingStart","reportingStartTimezoneOffset","reportingEnd","reportingEndTimezoneOffset","sellerName","sellerAddress","country","region","volume_Wh","generatorName","productType","label","energySource","generationStart","generationStartTimezoneOffset","generationEnd","generationEndTimezoneOffset"
"20220501_ACT_PL_transaction_1_attestation_17","Cancellation Statement 2022060200265 2022-01-01 2022-12-31 525 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900-811 (1).pdf","bafkreia3i7dr77ouewfxxqguhaawui7wbu262kh25hfiw2vd7zwb4dogky","20220510_ACT_PL_transaction_1_delivery_1_certificate_27","bafyreianahl2dmjrxbrxy2ag237jih5sdsdzr5awiujlnbeq4y4isihxpi","2022-01-01",,"2022-12-31",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","NO",,525000000,"Kjølberget GSRN: 707052300000000088 ","GO",,"wind","2021-10-24",,"2021-10-24",
"20220501_ACT_PL_transaction_1_attestation_9","CancellationStatement-2022-05-24T17_05_27.034.pdf","bafkreih52extlagb4z625a5q4wi3g5hhjbqtvoolyosfggju7y2pgoifya","20220510_ACT_PL_transaction_1_delivery_1_certificate_28","bafyreid7pb4ebp72j3522nsklardnby6iyta45ygfys4clezce6cxyedg4","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","NL",,148000000,"871687110003981820","GO",,"solar_thermal","2021-06-01",,"2021-07-01",
"20220501_ACT_PL_transaction_1_attestation_10","CancellationStatement-2022-05-27T18_24_23.009 (1).pdf","bafkreiaxvzkf6efqv6auyxa52pt5jxz5qicounfren6qm2oukt7saer7uy","20220510_ACT_PL_transaction_1_delivery_1_certificate_29","bafyreiezkwvirxqpii5m4bkjpb5lhlb4qybrbznj7ibjdan6bnmwl4n7tu","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","NL",,822000000,"871837800000058634 ","GO",,"wind","2021-11-01",,"2021-12-01",
"20220501_ACT_PL_transaction_1_attestation_11","T00122896-Retirement Statement Germany Q2.pdf","bafkreidm5rueirli6lft6z2za7si444ymqjzcf7emhhrvon3l7p2bo2q6y","20220510_ACT_PL_transaction_1_delivery_1_certificate_30","bafyreiaflriy34cqevvqrysl335wwxgb4y5o732j3wzsbkhcnt5efsja6i","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","DE",,49000000,"406296800000029170 ","GO",,"wind","2021-06-01",,"2021-07-01",
"20220501_ACT_PL_transaction_1_attestation_11","T00122896-Retirement Statement Germany Q2.pdf","bafkreidm5rueirli6lft6z2za7si444ymqjzcf7emhhrvon3l7p2bo2q6y","20220510_ACT_PL_transaction_1_delivery_1_certificate_31","bafyreigpv5rna2g56zlug2vlk3tabdi33h3klfrbo3twxgerc67fodcfwa","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","DE",,14000000,"406296800000030640 ","GO",,"wind","2021-06-01",,"2021-07-01",
"20220501_ACT_PL_transaction_1_attestation_11","T00122896-Retirement Statement Germany Q2.pdf","bafkreidm5rueirli6lft6z2za7si444ymqjzcf7emhhrvon3l7p2bo2q6y","20220510_ACT_PL_transaction_1_delivery_1_certificate_32","bafyreiecbt2yfjwb7t7vwjxglkivtbyoumycmvjucqq32byo5crrf4jlx4","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","DE",,7670000000,"406296800000019775 ","GO",,"wind","2021-06-01",,"2021-07-01",
"20220501_ACT_PL_transaction_1_attestation_11","T00122896-Retirement Statement Germany Q2.pdf","bafkreidm5rueirli6lft6z2za7si444ymqjzcf7emhhrvon3l7p2bo2q6y","20220510_ACT_PL_transaction_1_delivery_1_certificate_33","bafyreib2nfwt3yojdlkmokuxh3ckd6ytjjpl2x5y2xv2xtnfaitac3gihm","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","DE",,56000000,"406296800000021808 ","GO",,"wind","2021-06-01",,"2021-07-01",
"20220501_ACT_PL_transaction_1_attestation_11","T00122896-Retirement Statement Germany Q2.pdf","bafkreidm5rueirli6lft6z2za7si444ymqjzcf7emhhrvon3l7p2bo2q6y","20220510_ACT_PL_transaction_1_delivery_1_certificate_34","bafyreifuimpgdvx7g6jiwztrkja6ijfxbwnyhvjhzmkxhukmnoh4bf462q","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","DE",,151000000,"406296800000021808 ","GO",,"wind","2021-05-01",,"2021-06-01",
"20220501_ACT_PL_transaction_1_attestation_11","T00122896-Retirement Statement Germany Q2.pdf","bafkreidm5rueirli6lft6z2za7si444ymqjzcf7emhhrvon3l7p2bo2q6y","20220510_ACT_PL_transaction_1_delivery_1_certificate_35","bafyreib5xxhuxafvezofls6ksawcgnxmu5455qcwjarvw2dpjkkoty3bpe","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","DE",,272000000,"406296800000029170 ","GO",,"wind","2021-05-01",,"2021-06-01",
"20220501_ACT_PL_transaction_1_attestation_18","T00123597-Retirement Statement-Protocol Denmark.pdf","bafkreib6xve7gt7fd3bkx656ug6yzsocbzsqq2frqhkukyej6hgaoc6asm","20220510_ACT_PL_transaction_1_delivery_1_certificate_36","bafyreidnjdxfjjcgz64ukhnqyh4jmwxabtxfqp3feyzaxsbel6cudcac2y","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","DK",,50000000,"570715000000008900 ","GO",,"wind","2021-10-01",,"2021-11-01",
"20220501_ACT_PL_transaction_1_attestation_18","T00123597-Retirement Statement-Protocol Denmark.pdf","bafkreib6xve7gt7fd3bkx656ug6yzsocbzsqq2frqhkukyej6hgaoc6asm","20220510_ACT_PL_transaction_1_delivery_1_certificate_37","bafyreidvypd6uzbtqdmozg6wa5i5tc5hw3utmgv7nosyxmezygrrw3l2l4","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","DK",,11000000,"570715000000026140 ","GO",,"wind","2021-11-01",,"2021-12-01",
"20220501_ACT_PL_transaction_1_attestation_16","ACT_GB_Solar_2022.pdf","bafkreiajjeuqdmgqixpxdlilkote77tocj5mn3q7fwzczcstgtb6k3v37i","20220510_ACT_PL_transaction_1_delivery_1_certificate_38","bafyreid2zr7mk6ipwjjdx7fmxlqblhumvchz7rzzetkcumdkqgcgzywvvm","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","GB",,146000000,"Playters Solar Farm","REGO",,"solar","2022-02-01",,"2022-02-28",
"20220501_ACT_PL_transaction_1_attestation_16","ACT_GB_Solar_2022.pdf","bafkreiajjeuqdmgqixpxdlilkote77tocj5mn3q7fwzczcstgtb6k3v37i","20220510_ACT_PL_transaction_1_delivery_1_certificate_39","bafyreid4i2bafv3xfham3h7y4lma2ampbqluxaezd6k6hm5pxqwtkzlumy","2021-01-01T00:00:00.000Z",,"2021-12-31T00:00:00.000Z",,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","GB",,82000000,"Abergelli Solar Farm","REGO",,"solar","2022-01-01",,"2022-01-31",
